frame	value	stimulusOriginal	stimulusDecoded	decodeType	subject	assay	assayType	assayNum
2	0.186206896551724	mag lick  onset	linePlots	original	m884	D301	D	301
3	0.137931034482759	mag lick  onset	linePlots	original	m884	D301	D	301
4	0.0827586206896552	mag lick  onset	linePlots	original	m884	D301	D	301
5	0.0896551724137931	mag lick  onset	linePlots	original	m884	D301	D	301
6	0.0827586206896552	mag lick  onset	linePlots	original	m884	D301	D	301
7	0.0689655172413793	mag lick  onset	linePlots	original	m884	D301	D	301
8	0.0482758620689655	mag lick  onset	linePlots	original	m884	D301	D	301
9	0.0689655172413793	mag lick  onset	linePlots	original	m884	D301	D	301
10	0.0413793103448276	mag lick  onset	linePlots	original	m884	D301	D	301
11	0.0620689655172414	mag lick  onset	linePlots	original	m884	D301	D	301
12	0.0551724137931034	mag lick  onset	linePlots	original	m884	D301	D	301
13	0.0344827586206897	mag lick  onset	linePlots	original	m884	D301	D	301
14	0.0689655172413793	mag lick  onset	linePlots	original	m884	D301	D	301
15	0.096551724137931	mag lick  onset	linePlots	original	m884	D301	D	301
16	0.110344827586207	mag lick  onset	linePlots	original	m884	D301	D	301
17	0.110344827586207	mag lick  onset	linePlots	original	m884	D301	D	301
18	0.110344827586207	mag lick  onset	linePlots	original	m884	D301	D	301
19	0.151724137931034	mag lick  onset	linePlots	original	m884	D301	D	301
20	0.172413793103448	mag lick  onset	linePlots	original	m884	D301	D	301
21	0.158620689655172	mag lick  onset	linePlots	original	m884	D301	D	301
22	0.151724137931034	mag lick  onset	linePlots	original	m884	D301	D	301
23	0.158620689655172	mag lick  onset	linePlots	original	m884	D301	D	301
24	0.151724137931034	mag lick  onset	linePlots	original	m884	D301	D	301
25	0.131034482758621	mag lick  onset	linePlots	original	m884	D301	D	301
26	0.103448275862069	mag lick  onset	linePlots	original	m884	D301	D	301
27	0.137931034482759	mag lick  onset	linePlots	original	m884	D301	D	301
28	0.110344827586207	mag lick  onset	linePlots	original	m884	D301	D	301
29	0.110344827586207	mag lick  onset	linePlots	original	m884	D301	D	301
30	0.117241379310345	mag lick  onset	linePlots	original	m884	D301	D	301
31	0.137931034482759	mag lick  onset	linePlots	original	m884	D301	D	301
32	0.124137931034483	mag lick  onset	linePlots	original	m884	D301	D	301
33	0.124137931034483	mag lick  onset	linePlots	original	m884	D301	D	301
34	0.110344827586207	mag lick  onset	linePlots	original	m884	D301	D	301
35	0.103448275862069	mag lick  onset	linePlots	original	m884	D301	D	301
36	0.096551724137931	mag lick  onset	linePlots	original	m884	D301	D	301
37	0.117241379310345	mag lick  onset	linePlots	original	m884	D301	D	301
38	0.117241379310345	mag lick  onset	linePlots	original	m884	D301	D	301
39	0.110344827586207	mag lick  onset	linePlots	original	m884	D301	D	301
40	0.0972222222222222	mag lick  onset	linePlots	original	m884	D301	D	301
41	0.0833333333333333	mag lick  onset	linePlots	original	m884	D301	D	301
42	0.0902777777777778	mag lick  onset	linePlots	original	m884	D301	D	301
43	0.111111111111111	mag lick  onset	linePlots	original	m884	D301	D	301
44	0.111111111111111	mag lick  onset	linePlots	original	m884	D301	D	301
45	0.111111111111111	mag lick  onset	linePlots	original	m884	D301	D	301
46	0.111111111111111	mag lick  onset	linePlots	original	m884	D301	D	301
47	0.0833333333333333	mag lick  onset	linePlots	original	m884	D301	D	301
48	0.0972222222222222	mag lick  onset	linePlots	original	m884	D301	D	301
49	0.138888888888889	mag lick  onset	linePlots	original	m884	D301	D	301
50	0.104166666666667	mag lick  onset	linePlots	original	m884	D301	D	301
-50	0.096551724137931	mag lick  onset	linePlots	shuffle	m884	D301	D	301
-49	0.0896551724137931	mag lick  onset	linePlots	shuffle	m884	D301	D	301
-48	0.096551724137931	mag lick  onset	linePlots	shuffle	m884	D301	D	301
-47	0.110344827586207	mag lick  onset	linePlots	shuffle	m884	D301	D	301
-46	0.137931034482759	mag lick  onset	linePlots	shuffle	m884	D301	D	301
-45	0.110344827586207	mag lick  onset	linePlots	shuffle	m884	D301	D	301
-44	0.0896551724137931	mag lick  onset	linePlots	shuffle	m884	D301	D	301
-43	0.117241379310345	mag lick  onset	linePlots	shuffle	m884	D301	D	301
-42	0.096551724137931	mag lick  onset	linePlots	shuffle	m884	D301	D	301
-41	0.103448275862069	mag lick  onset	linePlots	shuffle	m884	D301	D	301
-40	0.124137931034483	mag lick  onset	linePlots	shuffle	m884	D301	D	301
-39	0.096551724137931	mag lick  onset	linePlots	shuffle	m884	D301	D	301
-38	0.0758620689655172	mag lick  onset	linePlots	shuffle	m884	D301	D	301
-37	0.0896551724137931	mag lick  onset	linePlots	shuffle	m884	D301	D	301
-36	0.096551724137931	mag lick  onset	linePlots	shuffle	m884	D301	D	301
-35	0.103448275862069	mag lick  onset	linePlots	shuffle	m884	D301	D	301
-34	0.0827586206896552	mag lick  onset	linePlots	shuffle	m884	D301	D	301
-33	0.096551724137931	mag lick  onset	linePlots	shuffle	m884	D301	D	301
-32	0.096551724137931	mag lick  onset	linePlots	shuffle	m884	D301	D	301
-31	0.0689655172413793	mag lick  onset	linePlots	shuffle	m884	D301	D	301
-30	0.0689655172413793	mag lick  onset	linePlots	shuffle	m884	D301	D	301
-29	0.0827586206896552	mag lick  onset	linePlots	shuffle	m884	D301	D	301
-28	0.0896551724137931	mag lick  onset	linePlots	shuffle	m884	D301	D	301
-27	0.096551724137931	mag lick  onset	linePlots	shuffle	m884	D301	D	301
-26	0.0758620689655172	mag lick  onset	linePlots	shuffle	m884	D301	D	301
-25	0.103448275862069	mag lick  onset	linePlots	shuffle	m884	D301	D	301
-24	0.117241379310345	mag lick  onset	linePlots	shuffle	m884	D301	D	301
-23	0.151724137931034	mag lick  onset	linePlots	shuffle	m884	D301	D	301
-22	0.096551724137931	mag lick  onset	linePlots	shuffle	m884	D301	D	301
-21	0.131034482758621	mag lick  onset	linePlots	shuffle	m884	D301	D	301
-20	0.117241379310345	mag lick  onset	linePlots	shuffle	m884	D301	D	301
-19	0.117241379310345	mag lick  onset	linePlots	shuffle	m884	D301	D	301
-18	0.124137931034483	mag lick  onset	linePlots	shuffle	m884	D301	D	301
-17	0.172413793103448	mag lick  onset	linePlots	shuffle	m884	D301	D	301
-16	0.186206896551724	mag lick  onset	linePlots	shuffle	m884	D301	D	301
-15	0.16551724137931	mag lick  onset	linePlots	shuffle	m884	D301	D	301
-14	0.151724137931034	mag lick  onset	linePlots	shuffle	m884	D301	D	301
-13	0.096551724137931	mag lick  onset	linePlots	shuffle	m884	D301	D	301
-12	0.124137931034483	mag lick  onset	linePlots	shuffle	m884	D301	D	301
-11	0.124137931034483	mag lick  onset	linePlots	shuffle	m884	D301	D	301
-10	0.117241379310345	mag lick  onset	linePlots	shuffle	m884	D301	D	301
-9	0.117241379310345	mag lick  onset	linePlots	shuffle	m884	D301	D	301
-8	0.144827586206897	mag lick  onset	linePlots	shuffle	m884	D301	D	301
-7	0.137931034482759	mag lick  onset	linePlots	shuffle	m884	D301	D	301
-6	0.0827586206896552	mag lick  onset	linePlots	shuffle	m884	D301	D	301
-5	0.0896551724137931	mag lick  onset	linePlots	shuffle	m884	D301	D	301
-4	0.0689655172413793	mag lick  onset	linePlots	shuffle	m884	D301	D	301
-3	0.096551724137931	mag lick  onset	linePlots	shuffle	m884	D301	D	301
-2	0.103448275862069	mag lick  onset	linePlots	shuffle	m884	D301	D	301
-1	0.0896551724137931	mag lick  onset	linePlots	shuffle	m884	D301	D	301
0	0.110344827586207	mag lick  onset	linePlots	shuffle	m884	D301	D	301
1	0.103448275862069	mag lick  onset	linePlots	shuffle	m884	D301	D	301
2	0.124137931034483	mag lick  onset	linePlots	shuffle	m884	D301	D	301
3	0.124137931034483	mag lick  onset	linePlots	shuffle	m884	D301	D	301
4	0.137931034482759	mag lick  onset	linePlots	shuffle	m884	D301	D	301
5	0.158620689655172	mag lick  onset	linePlots	shuffle	m884	D301	D	301
6	0.151724137931034	mag lick  onset	linePlots	shuffle	m884	D301	D	301
7	0.144827586206897	mag lick  onset	linePlots	shuffle	m884	D301	D	301
8	0.158620689655172	mag lick  onset	linePlots	shuffle	m884	D301	D	301
9	0.137931034482759	mag lick  onset	linePlots	shuffle	m884	D301	D	301
10	0.158620689655172	mag lick  onset	linePlots	shuffle	m884	D301	D	301
11	0.131034482758621	mag lick  onset	linePlots	shuffle	m884	D301	D	301
12	0.110344827586207	mag lick  onset	linePlots	shuffle	m884	D301	D	301
13	0.117241379310345	mag lick  onset	linePlots	shuffle	m884	D301	D	301
14	0.110344827586207	mag lick  onset	linePlots	shuffle	m884	D301	D	301
15	0.144827586206897	mag lick  onset	linePlots	shuffle	m884	D301	D	301
16	0.110344827586207	mag lick  onset	linePlots	shuffle	m884	D301	D	301
17	0.131034482758621	mag lick  onset	linePlots	shuffle	m884	D301	D	301
18	0.144827586206897	mag lick  onset	linePlots	shuffle	m884	D301	D	301
19	0.2	mag lick  onset	linePlots	shuffle	m884	D301	D	301
20	0.193103448275862	mag lick  onset	linePlots	shuffle	m884	D301	D	301
21	0.186206896551724	mag lick  onset	linePlots	shuffle	m884	D301	D	301
22	0.172413793103448	mag lick  onset	linePlots	shuffle	m884	D301	D	301
23	0.179310344827586	mag lick  onset	linePlots	shuffle	m884	D301	D	301
24	0.186206896551724	mag lick  onset	linePlots	shuffle	m884	D301	D	301
25	0.179310344827586	mag lick  onset	linePlots	shuffle	m884	D301	D	301
26	0.124137931034483	mag lick  onset	linePlots	shuffle	m884	D301	D	301
27	0.144827586206897	mag lick  onset	linePlots	shuffle	m884	D301	D	301
28	0.131034482758621	mag lick  onset	linePlots	shuffle	m884	D301	D	301
29	0.186206896551724	mag lick  onset	linePlots	shuffle	m884	D301	D	301
30	0.193103448275862	mag lick  onset	linePlots	shuffle	m884	D301	D	301
31	0.16551724137931	mag lick  onset	linePlots	shuffle	m884	D301	D	301
32	0.158620689655172	mag lick  onset	linePlots	shuffle	m884	D301	D	301
33	0.16551724137931	mag lick  onset	linePlots	shuffle	m884	D301	D	301
34	0.158620689655172	mag lick  onset	linePlots	shuffle	m884	D301	D	301
35	0.131034482758621	mag lick  onset	linePlots	shuffle	m884	D301	D	301
36	0.131034482758621	mag lick  onset	linePlots	shuffle	m884	D301	D	301
37	0.158620689655172	mag lick  onset	linePlots	shuffle	m884	D301	D	301
38	0.158620689655172	mag lick  onset	linePlots	shuffle	m884	D301	D	301
39	0.2	mag lick  onset	linePlots	shuffle	m884	D301	D	301
40	0.152777777777778	mag lick  onset	linePlots	shuffle	m884	D301	D	301
41	0.166666666666667	mag lick  onset	linePlots	shuffle	m884	D301	D	301
42	0.138888888888889	mag lick  onset	linePlots	shuffle	m884	D301	D	301
43	0.166666666666667	mag lick  onset	linePlots	shuffle	m884	D301	D	301
44	0.138888888888889	mag lick  onset	linePlots	shuffle	m884	D301	D	301
45	0.125	mag lick  onset	linePlots	shuffle	m884	D301	D	301
46	0.166666666666667	mag lick  onset	linePlots	shuffle	m884	D301	D	301
47	0.159722222222222	mag lick  onset	linePlots	shuffle	m884	D301	D	301
48	0.131944444444444	mag lick  onset	linePlots	shuffle	m884	D301	D	301
49	0.118055555555556	mag lick  onset	linePlots	shuffle	m884	D301	D	301
50	0.111111111111111	mag lick  onset	linePlots	shuffle	m884	D301	D	301
-50	0.289655172413793	mag lick  offset	linePlots	original	m884	D301	D	301
-49	0.303448275862069	mag lick  offset	linePlots	original	m884	D301	D	301
-48	0.268965517241379	mag lick  offset	linePlots	original	m884	D301	D	301
-47	0.262068965517241	mag lick  offset	linePlots	original	m884	D301	D	301
-46	0.282758620689655	mag lick  offset	linePlots	original	m884	D301	D	301
-45	0.303448275862069	mag lick  offset	linePlots	original	m884	D301	D	301
-44	0.337931034482759	mag lick  offset	linePlots	original	m884	D301	D	301
-43	0.310344827586207	mag lick  offset	linePlots	original	m884	D301	D	301
-42	0.275862068965517	mag lick  offset	linePlots	original	m884	D301	D	301
-41	0.275862068965517	mag lick  offset	linePlots	original	m884	D301	D	301
-40	0.324137931034483	mag lick  offset	linePlots	original	m884	D301	D	301
-39	0.262068965517241	mag lick  offset	linePlots	original	m884	D301	D	301
-38	0.303448275862069	mag lick  offset	linePlots	original	m884	D301	D	301
-37	0.296551724137931	mag lick  offset	linePlots	original	m884	D301	D	301
-36	0.289655172413793	mag lick  offset	linePlots	original	m884	D301	D	301
-35	0.23448275862069	mag lick  offset	linePlots	original	m884	D301	D	301
-34	0.255172413793103	mag lick  offset	linePlots	original	m884	D301	D	301
-33	0.241379310344828	mag lick  offset	linePlots	original	m884	D301	D	301
-32	0.2	mag lick  offset	linePlots	original	m884	D301	D	301
-31	0.23448275862069	mag lick  offset	linePlots	original	m884	D301	D	301
-30	0.296551724137931	mag lick  offset	linePlots	original	m884	D301	D	301
-29	0.303448275862069	mag lick  offset	linePlots	original	m884	D301	D	301
-28	0.255172413793103	mag lick  offset	linePlots	original	m884	D301	D	301
-27	0.303448275862069	mag lick  offset	linePlots	original	m884	D301	D	301
-26	0.23448275862069	mag lick  offset	linePlots	original	m884	D301	D	301
-25	0.227586206896552	mag lick  offset	linePlots	original	m884	D301	D	301
-24	0.241379310344828	mag lick  offset	linePlots	original	m884	D301	D	301
-23	0.289655172413793	mag lick  offset	linePlots	original	m884	D301	D	301
-22	0.282758620689655	mag lick  offset	linePlots	original	m884	D301	D	301
-21	0.324137931034483	mag lick  offset	linePlots	original	m884	D301	D	301
-20	0.310344827586207	mag lick  offset	linePlots	original	m884	D301	D	301
-19	0.268965517241379	mag lick  offset	linePlots	original	m884	D301	D	301
-18	0.310344827586207	mag lick  offset	linePlots	original	m884	D301	D	301
-17	0.303448275862069	mag lick  offset	linePlots	original	m884	D301	D	301
-16	0.282758620689655	mag lick  offset	linePlots	original	m884	D301	D	301
-15	0.310344827586207	mag lick  offset	linePlots	original	m884	D301	D	301
-14	0.241379310344828	mag lick  offset	linePlots	original	m884	D301	D	301
-13	0.310344827586207	mag lick  offset	linePlots	original	m884	D301	D	301
-12	0.317241379310345	mag lick  offset	linePlots	original	m884	D301	D	301
-11	0.275862068965517	mag lick  offset	linePlots	original	m884	D301	D	301
-10	0.331034482758621	mag lick  offset	linePlots	original	m884	D301	D	301
-9	0.331034482758621	mag lick  offset	linePlots	original	m884	D301	D	301
-8	0.351724137931034	mag lick  offset	linePlots	original	m884	D301	D	301
-7	0.379310344827586	mag lick  offset	linePlots	original	m884	D301	D	301
-6	0.468965517241379	mag lick  offset	linePlots	original	m884	D301	D	301
-5	0.43448275862069	mag lick  offset	linePlots	original	m884	D301	D	301
-4	0.496551724137931	mag lick  offset	linePlots	original	m884	D301	D	301
-3	0.517241379310345	mag lick  offset	linePlots	original	m884	D301	D	301
-2	0.586206896551724	mag lick  offset	linePlots	original	m884	D301	D	301
-1	0.641379310344828	mag lick  offset	linePlots	original	m884	D301	D	301
0	0.579310344827586	mag lick  offset	linePlots	original	m884	D301	D	301
1	0.558620689655172	mag lick  offset	linePlots	original	m884	D301	D	301
2	0.486111111111111	mag lick  offset	linePlots	original	m884	D301	D	301
3	0.465277777777778	mag lick  offset	linePlots	original	m884	D301	D	301
4	0.409722222222222	mag lick  offset	linePlots	original	m884	D301	D	301
5	0.361111111111111	mag lick  offset	linePlots	original	m884	D301	D	301
6	0.333333333333333	mag lick  offset	linePlots	original	m884	D301	D	301
7	0.236111111111111	mag lick  offset	linePlots	original	m884	D301	D	301
8	0.236111111111111	mag lick  offset	linePlots	original	m884	D301	D	301
9	0.263888888888889	mag lick  offset	linePlots	original	m884	D301	D	301
10	0.270833333333333	mag lick  offset	linePlots	original	m884	D301	D	301
11	0.263888888888889	mag lick  offset	linePlots	original	m884	D301	D	301
12	0.256944444444444	mag lick  offset	linePlots	original	m884	D301	D	301
13	0.305555555555556	mag lick  offset	linePlots	original	m884	D301	D	301
14	0.305555555555556	mag lick  offset	linePlots	original	m884	D301	D	301
15	0.3125	mag lick  offset	linePlots	original	m884	D301	D	301
16	0.291666666666667	mag lick  offset	linePlots	original	m884	D301	D	301
17	0.298611111111111	mag lick  offset	linePlots	original	m884	D301	D	301
18	0.326388888888889	mag lick  offset	linePlots	original	m884	D301	D	301
19	0.3125	mag lick  offset	linePlots	original	m884	D301	D	301
20	0.347222222222222	mag lick  offset	linePlots	original	m884	D301	D	301
21	0.347222222222222	mag lick  offset	linePlots	original	m884	D301	D	301
22	0.326388888888889	mag lick  offset	linePlots	original	m884	D301	D	301
23	0.319444444444444	mag lick  offset	linePlots	original	m884	D301	D	301
24	0.319444444444444	mag lick  offset	linePlots	original	m884	D301	D	301
25	0.291666666666667	mag lick  offset	linePlots	original	m884	D301	D	301
26	0.305555555555556	mag lick  offset	linePlots	original	m884	D301	D	301
27	0.326388888888889	mag lick  offset	linePlots	original	m884	D301	D	301
28	0.305555555555556	mag lick  offset	linePlots	original	m884	D301	D	301
29	0.270833333333333	mag lick  offset	linePlots	original	m884	D301	D	301
30	0.284722222222222	mag lick  offset	linePlots	original	m884	D301	D	301
31	0.236111111111111	mag lick  offset	linePlots	original	m884	D301	D	301
32	0.229166666666667	mag lick  offset	linePlots	original	m884	D301	D	301
33	0.284722222222222	mag lick  offset	linePlots	original	m884	D301	D	301
34	0.236111111111111	mag lick  offset	linePlots	original	m884	D301	D	301
35	0.291666666666667	mag lick  offset	linePlots	original	m884	D301	D	301
36	0.263888888888889	mag lick  offset	linePlots	original	m884	D301	D	301
37	0.25	mag lick  offset	linePlots	original	m884	D301	D	301
38	0.25	mag lick  offset	linePlots	original	m884	D301	D	301
39	0.291666666666667	mag lick  offset	linePlots	original	m884	D301	D	301
40	0.222222222222222	mag lick  offset	linePlots	original	m884	D301	D	301
41	0.284722222222222	mag lick  offset	linePlots	original	m884	D301	D	301
42	0.215277777777778	mag lick  offset	linePlots	original	m884	D301	D	301
43	0.222222222222222	mag lick  offset	linePlots	original	m884	D301	D	301
44	0.215277777777778	mag lick  offset	linePlots	original	m884	D301	D	301
45	0.263888888888889	mag lick  offset	linePlots	original	m884	D301	D	301
46	0.277777777777778	mag lick  offset	linePlots	original	m884	D301	D	301
47	0.236111111111111	mag lick  offset	linePlots	original	m884	D301	D	301
48	0.243055555555556	mag lick  offset	linePlots	original	m884	D301	D	301
49	0.229166666666667	mag lick  offset	linePlots	original	m884	D301	D	301
50	0.208333333333333	mag lick  offset	linePlots	original	m884	D301	D	301
-50	0.289655172413793	mag lick  offset	linePlots	shuffle	m884	D301	D	301
-49	0.317241379310345	mag lick  offset	linePlots	shuffle	m884	D301	D	301
-48	0.317241379310345	mag lick  offset	linePlots	shuffle	m884	D301	D	301
-47	0.275862068965517	mag lick  offset	linePlots	shuffle	m884	D301	D	301
-46	0.317241379310345	mag lick  offset	linePlots	shuffle	m884	D301	D	301
-45	0.324137931034483	mag lick  offset	linePlots	shuffle	m884	D301	D	301
-44	0.324137931034483	mag lick  offset	linePlots	shuffle	m884	D301	D	301
-43	0.344827586206897	mag lick  offset	linePlots	shuffle	m884	D301	D	301
-42	0.351724137931034	mag lick  offset	linePlots	shuffle	m884	D301	D	301
-41	0.310344827586207	mag lick  offset	linePlots	shuffle	m884	D301	D	301
-40	0.289655172413793	mag lick  offset	linePlots	shuffle	m884	D301	D	301
-39	0.344827586206897	mag lick  offset	linePlots	shuffle	m884	D301	D	301
-38	0.282758620689655	mag lick  offset	linePlots	shuffle	m884	D301	D	301
-37	0.275862068965517	mag lick  offset	linePlots	shuffle	m884	D301	D	301
-36	0.344827586206897	mag lick  offset	linePlots	shuffle	m884	D301	D	301
-35	0.317241379310345	mag lick  offset	linePlots	shuffle	m884	D301	D	301
-34	0.351724137931034	mag lick  offset	linePlots	shuffle	m884	D301	D	301
-33	0.324137931034483	mag lick  offset	linePlots	shuffle	m884	D301	D	301
